DATE_DECADE,A2ohneGesang,A2mitGesang,GesangOhneA2,wederA2nochGesang,TAXON
1,0.0,0.0,0.0,3.0,Alpenbirkenzeisig
2,0.0,0.0,0.0,4.0,Alpenbirkenzeisig
3,0.0,0.0,0.0,2.0,Alpenbirkenzeisig
4,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
5,0.0,0.0,0.0,2.0,Alpenbirkenzeisig
6,0.0,0.0,0.0,1.0,Alpenbirkenzeisig
7,0.0,0.0,0.0,1.0,Alpenbirkenzeisig
8,0.0,0.0,0.0,6.0,Alpenbirkenzeisig
9,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
10,0.0,0.0,0.0,1.0,Alpenbirkenzeisig
11,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
12,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
13,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
14,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
15,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
16,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
17,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
18,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
19,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
20,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
21,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
22,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
23,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
24,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
25,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
26,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
27,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
28,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
29,0.0,0.0,0.0,1.0,Alpenbirkenzeisig
30,0.0,0.0,0.0,2.0,Alpenbirkenzeisig
31,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
32,0.0,0.0,0.0,3.0,Alpenbirkenzeisig
33,0.0,0.0,0.0,3.0,Alpenbirkenzeisig
34,0.0,0.0,0.0,0.0,Alpenbirkenzeisig
35,0.0,0.0,0.0,6.0,Alpenbirkenzeisig
36,0.0,0.0,0.0,2.0,Alpenbirkenzeisig
1,0.0,0.0,0.0,0.0,Alpenmeise
2,0.0,0.0,0.0,0.0,Alpenmeise
3,0.0,0.0,0.0,0.0,Alpenmeise
4,0.0,0.0,0.0,0.0,Alpenmeise
5,0.0,0.0,0.0,0.0,Alpenmeise
6,0.0,0.0,1.0,4.0,Alpenmeise
7,0.0,2.0,0.0,0.0,Alpenmeise
8,5.0,0.0,0.0,1.0,Alpenmeise
9,0.0,0.0,0.0,0.0,Alpenmeise
10,3.0,1.0,0.0,0.0,Alpenmeise
11,0.0,0.0,0.0,0.0,Alpenmeise
12,1.0,0.0,0.0,0.0,Alpenmeise
13,1.0,0.0,0.0,0.0,Alpenmeise
14,2.0,0.0,0.0,0.0,Alpenmeise
15,1.0,1.0,0.0,0.0,Alpenmeise
16,0.0,0.0,0.0,0.0,Alpenmeise
17,0.0,0.0,0.0,0.0,Alpenmeise
18,1.0,0.0,0.0,0.0,Alpenmeise
19,0.0,0.0,0.0,0.0,Alpenmeise
20,0.0,0.0,0.0,0.0,Alpenmeise
21,0.0,0.0,0.0,0.0,Alpenmeise
22,0.0,0.0,0.0,0.0,Alpenmeise
23,0.0,0.0,0.0,0.0,Alpenmeise
24,0.0,0.0,0.0,0.0,Alpenmeise
25,0.0,0.0,0.0,0.0,Alpenmeise
26,0.0,0.0,0.0,0.0,Alpenmeise
27,0.0,0.0,0.0,0.0,Alpenmeise
28,0.0,0.0,0.0,0.0,Alpenmeise
29,0.0,0.0,0.0,0.0,Alpenmeise
30,0.0,0.0,0.0,0.0,Alpenmeise
31,0.0,0.0,0.0,0.0,Alpenmeise
32,0.0,0.0,0.0,0.0,Alpenmeise
33,0.0,0.0,0.0,0.0,Alpenmeise
34,0.0,0.0,0.0,0.0,Alpenmeise
35,0.0,0.0,0.0,0.0,Alpenmeise
36,0.0,0.0,0.0,0.0,Alpenmeise
1,0.0,0.0,0.0,0.0,Alpensegler
2,0.0,0.0,0.0,0.0,Alpensegler
3,0.0,0.0,0.0,0.0,Alpensegler
4,0.0,0.0,0.0,0.0,Alpensegler
5,0.0,0.0,0.0,0.0,Alpensegler
6,0.0,0.0,0.0,0.0,Alpensegler
7,0.0,0.0,0.0,0.0,Alpensegler
8,0.0,0.0,0.0,0.0,Alpensegler
9,0.0,0.0,0.0,0.0,Alpensegler
10,0.0,0.0,0.0,0.0,Alpensegler
11,0.0,0.0,0.0,0.0,Alpensegler
12,0.0,0.0,0.0,0.0,Alpensegler
13,0.0,0.0,0.0,0.0,Alpensegler
14,0.0,0.0,0.0,0.0,Alpensegler
15,0.0,0.0,0.0,0.0,Alpensegler
16,0.0,0.0,0.0,0.0,Alpensegler
17,0.0,0.0,0.0,0.0,Alpensegler
18,0.0,0.0,0.0,1.0,Alpensegler
19,0.0,0.0,0.0,0.0,Alpensegler
20,0.0,0.0,0.0,1.0,Alpensegler
21,0.0,0.0,0.0,0.0,Alpensegler
22,0.0,0.0,0.0,0.0,Alpensegler
23,0.0,0.0,0.0,0.0,Alpensegler
24,0.0,0.0,0.0,0.0,Alpensegler
25,0.0,0.0,0.0,0.0,Alpensegler
26,0.0,0.0,0.0,0.0,Alpensegler
27,0.0,0.0,0.0,0.0,Alpensegler
28,0.0,0.0,0.0,0.0,Alpensegler
29,0.0,0.0,0.0,0.0,Alpensegler
30,0.0,0.0,0.0,0.0,Alpensegler
31,0.0,0.0,0.0,0.0,Alpensegler
32,0.0,0.0,0.0,0.0,Alpensegler
33,0.0,0.0,0.0,0.0,Alpensegler
34,0.0,0.0,0.0,0.0,Alpensegler
35,0.0,0.0,0.0,0.0,Alpensegler
36,0.0,0.0,0.0,0.0,Alpensegler
1,0.0,0.0,0.0,0.0,Alpenstrandläufer
2,0.0,0.0,0.0,0.0,Alpenstrandläufer
3,0.0,0.0,0.0,0.0,Alpenstrandläufer
4,0.0,0.0,0.0,0.0,Alpenstrandläufer
5,0.0,0.0,0.0,0.0,Alpenstrandläufer
6,0.0,0.0,0.0,0.0,Alpenstrandläufer
7,0.0,0.0,0.0,0.0,Alpenstrandläufer
8,0.0,0.0,0.0,0.0,Alpenstrandläufer
9,0.0,0.0,0.0,1.0,Alpenstrandläufer
10,0.0,0.0,0.0,1.0,Alpenstrandläufer
11,0.0,0.0,0.0,0.0,Alpenstrandläufer
12,0.0,0.0,0.0,0.0,Alpenstrandläufer
13,0.0,0.0,0.0,0.0,Alpenstrandläufer
14,0.0,0.0,0.0,0.0,Alpenstrandläufer
15,0.0,0.0,0.0,0.0,Alpenstrandläufer
16,0.0,0.0,0.0,0.0,Alpenstrandläufer
17,0.0,0.0,0.0,0.0,Alpenstrandläufer
18,0.0,0.0,0.0,0.0,Alpenstrandläufer
19,0.0,0.0,0.0,0.0,Alpenstrandläufer
20,0.0,0.0,0.0,1.0,Alpenstrandläufer
21,0.0,0.0,0.0,0.0,Alpenstrandläufer
22,0.0,0.0,0.0,0.0,Alpenstrandläufer
23,0.0,0.0,0.0,0.0,Alpenstrandläufer
24,0.0,0.0,0.0,1.0,Alpenstrandläufer
25,0.0,0.0,0.0,0.0,Alpenstrandläufer
26,0.0,0.0,0.0,1.0,Alpenstrandläufer
27,0.0,0.0,0.0,3.0,Alpenstrandläufer
28,0.0,0.0,0.0,0.0,Alpenstrandläufer
29,0.0,0.0,0.0,0.0,Alpenstrandläufer
30,0.0,0.0,0.0,2.0,Alpenstrandläufer
31,0.0,0.0,0.0,0.0,Alpenstrandläufer
32,0.0,0.0,0.0,2.0,Alpenstrandläufer
33,0.0,0.0,0.0,0.0,Alpenstrandläufer
34,0.0,0.0,0.0,0.0,Alpenstrandläufer
35,0.0,0.0,0.0,0.0,Alpenstrandläufer
36,0.0,0.0,0.0,0.0,Alpenstrandläufer
1,1.0,1.0,1.0,243.0,Amsel
2,0.0,0.0,4.0,151.0,Amsel
3,0.0,0.0,5.0,112.0,Amsel
4,12.0,3.0,10.0,145.0,Amsel
5,24.0,0.0,6.0,129.0,Amsel
6,22.0,0.0,2.0,129.0,Amsel
7,49.0,0.0,0.0,137.0,Amsel
8,113.0,0.0,0.0,169.0,Amsel
9,96.0,0.0,0.0,147.0,Amsel
10,97.0,0.0,0.0,126.0,Amsel
11,125.0,0.0,0.0,129.0,Amsel
12,101.0,0.0,0.0,112.0,Amsel
13,130.0,0.0,0.0,138.0,Amsel
14,78.0,0.0,0.0,81.0,Amsel
15,119.0,0.0,0.0,100.0,Amsel
16,32.0,0.0,0.0,105.0,Amsel
17,24.0,0.0,0.0,98.0,Amsel
18,5.0,0.0,0.0,105.0,Amsel
19,11.0,0.0,0.0,115.0,Amsel
20,1.0,0.0,0.0,83.0,Amsel
21,0.0,0.0,0.0,62.0,Amsel
22,0.0,0.0,0.0,44.0,Amsel
23,0.0,0.0,0.0,43.0,Amsel
24,0.0,0.0,2.0,39.0,Amsel
25,0.0,0.0,0.0,46.0,Amsel
26,0.0,0.0,3.0,54.0,Amsel
27,0.0,0.0,1.0,82.0,Amsel
28,0.0,0.0,2.0,91.0,Amsel
29,0.0,0.0,2.0,115.0,Amsel
30,0.0,0.0,0.0,97.0,Amsel
31,0.0,0.0,0.0,84.0,Amsel
32,0.0,0.0,3.0,102.0,Amsel
33,0.0,0.0,3.0,122.0,Amsel
34,0.0,0.0,2.0,109.0,Amsel
35,0.0,0.0,2.0,131.0,Amsel
36,0.0,0.0,3.0,128.0,Amsel
1,0.0,0.0,0.0,0.0,Austernfischer
2,0.0,0.0,0.0,0.0,Austernfischer
3,0.0,0.0,0.0,0.0,Austernfischer
4,0.0,0.0,0.0,0.0,Austernfischer
5,0.0,0.0,0.0,0.0,Austernfischer
6,0.0,0.0,0.0,0.0,Austernfischer
7,0.0,0.0,0.0,0.0,Austernfischer
8,0.0,0.0,0.0,0.0,Austernfischer
9,0.0,0.0,0.0,0.0,Austernfischer
10,0.0,0.0,0.0,0.0,Austernfischer
11,0.0,0.0,0.0,3.0,Austernfischer
12,0.0,0.0,0.0,0.0,Austernfischer
13,0.0,0.0,0.0,0.0,Austernfischer
14,0.0,0.0,0.0,0.0,Austernfischer
15,0.0,0.0,0.0,1.0,Austernfischer
16,0.0,0.0,0.0,0.0,Austernfischer
17,0.0,0.0,0.0,0.0,Austernfischer
18,0.0,0.0,0.0,0.0,Austernfischer
19,0.0,0.0,0.0,0.0,Austernfischer
20,0.0,0.0,0.0,0.0,Austernfischer
21,0.0,0.0,0.0,1.0,Austernfischer
22,0.0,0.0,0.0,0.0,Austernfischer
23,0.0,0.0,0.0,1.0,Austernfischer
24,0.0,0.0,0.0,0.0,Austernfischer
25,0.0,0.0,0.0,0.0,Austernfischer
26,0.0,0.0,0.0,2.0,Austernfischer
27,0.0,0.0,0.0,0.0,Austernfischer
28,0.0,0.0,0.0,0.0,Austernfischer
29,0.0,0.0,0.0,0.0,Austernfischer
30,0.0,0.0,0.0,0.0,Austernfischer
31,0.0,0.0,0.0,0.0,Austernfischer
32,0.0,0.0,0.0,0.0,Austernfischer
33,0.0,0.0,0.0,0.0,Austernfischer
34,0.0,0.0,0.0,1.0,Austernfischer
35,0.0,0.0,0.0,0.0,Austernfischer
36,0.0,0.0,0.0,0.0,Austernfischer
1,0.0,0.0,0.0,31.0,Bachstelze
2,0.0,0.0,0.0,23.0,Bachstelze
3,0.0,0.0,0.0,14.0,Bachstelze
4,0.0,0.0,0.0,12.0,Bachstelze
5,0.0,0.0,0.0,28.0,Bachstelze
6,0.0,0.0,0.0,55.0,Bachstelze
7,1.0,0.0,0.0,97.0,Bachstelze
8,5.0,0.0,0.0,147.0,Bachstelze
9,9.0,0.0,0.0,167.0,Bachstelze
10,10.0,0.0,0.0,150.0,Bachstelze
11,12.0,0.0,0.0,158.0,Bachstelze
12,7.0,0.0,0.0,130.0,Bachstelze
13,5.0,0.0,0.0,134.0,Bachstelze
14,3.0,0.0,0.0,94.0,Bachstelze
15,5.0,0.0,0.0,112.0,Bachstelze
16,8.0,0.0,0.0,60.0,Bachstelze
17,1.0,0.0,0.0,60.0,Bachstelze
18,0.0,0.0,0.0,60.0,Bachstelze
19,0.0,0.0,0.0,92.0,Bachstelze
20,1.0,0.0,0.0,66.0,Bachstelze
21,0.0,0.0,0.0,53.0,Bachstelze
22,0.0,0.0,0.0,45.0,Bachstelze
23,0.0,0.0,0.0,35.0,Bachstelze
24,0.0,0.0,0.0,40.0,Bachstelze
25,0.0,0.0,0.0,51.0,Bachstelze
26,0.0,0.0,0.0,63.0,Bachstelze
27,0.0,0.0,0.0,69.0,Bachstelze
28,0.0,0.0,0.0,96.0,Bachstelze
29,0.0,0.0,0.0,115.0,Bachstelze
30,0.0,0.0,0.0,45.0,Bachstelze
31,0.0,0.0,0.0,12.0,Bachstelze
32,0.0,0.0,0.0,19.0,Bachstelze
33,0.0,0.0,0.0,8.0,Bachstelze
34,0.0,0.0,0.0,5.0,Bachstelze
35,0.0,0.0,0.0,14.0,Bachstelze
36,0.0,0.0,0.0,19.0,Bachstelze
1,0.0,0.0,0.0,0.0,Bartmeise
2,0.0,0.0,0.0,0.0,Bartmeise
3,0.0,0.0,0.0,0.0,Bartmeise
4,0.0,0.0,0.0,0.0,Bartmeise
5,0.0,0.0,0.0,0.0,Bartmeise
6,0.0,0.0,0.0,0.0,Bartmeise
7,0.0,0.0,0.0,0.0,Bartmeise
8,0.0,0.0,0.0,0.0,Bartmeise
9,0.0,0.0,0.0,0.0,Bartmeise
10,0.0,0.0,0.0,0.0,Bartmeise
11,0.0,0.0,0.0,0.0,Bartmeise
12,0.0,0.0,0.0,0.0,Bartmeise
13,0.0,0.0,0.0,0.0,Bartmeise
14,0.0,0.0,0.0,0.0,Bartmeise
15,0.0,0.0,0.0,0.0,Bartmeise
16,0.0,0.0,0.0,0.0,Bartmeise
17,0.0,0.0,0.0,0.0,Bartmeise
18,0.0,0.0,0.0,0.0,Bartmeise
19,0.0,0.0,0.0,0.0,Bartmeise
20,0.0,0.0,0.0,3.0,Bartmeise
21,0.0,0.0,0.0,0.0,Bartmeise
22,0.0,0.0,0.0,0.0,Bartmeise
23,0.0,0.0,0.0,0.0,Bartmeise
24,0.0,0.0,0.0,0.0,Bartmeise
25,0.0,0.0,0.0,0.0,Bartmeise
26,0.0,0.0,0.0,0.0,Bartmeise
27,0.0,0.0,0.0,1.0,Bartmeise
28,0.0,0.0,0.0,0.0,Bartmeise
29,0.0,0.0,0.0,0.0,Bartmeise
30,0.0,0.0,0.0,0.0,Bartmeise
31,0.0,0.0,0.0,1.0,Bartmeise
32,0.0,0.0,0.0,0.0,Bartmeise
33,0.0,0.0,0.0,0.0,Bartmeise
34,0.0,0.0,0.0,0.0,Bartmeise
35,0.0,0.0,0.0,0.0,Bartmeise
36,0.0,0.0,0.0,0.0,Bartmeise
1,0.0,0.0,0.0,0.0,Baumfalke
2,0.0,0.0,0.0,0.0,Baumfalke
3,0.0,0.0,0.0,0.0,Baumfalke
4,0.0,0.0,0.0,0.0,Baumfalke
5,0.0,0.0,0.0,0.0,Baumfalke
6,0.0,0.0,0.0,0.0,Baumfalke
7,0.0,0.0,0.0,0.0,Baumfalke
8,0.0,0.0,0.0,0.0,Baumfalke
9,0.0,0.0,0.0,0.0,Baumfalke
10,0.0,0.0,0.0,0.0,Baumfalke
11,0.0,0.0,0.0,5.0,Baumfalke
12,1.0,0.0,0.0,8.0,Baumfalke
13,3.0,0.0,0.0,33.0,Baumfalke
14,2.0,0.0,0.0,34.0,Baumfalke
15,3.0,1.0,1.0,42.0,Baumfalke
16,0.0,0.0,0.0,44.0,Baumfalke
17,0.0,0.0,0.0,16.0,Baumfalke
18,1.0,0.0,0.0,14.0,Baumfalke
19,0.0,0.0,0.0,27.0,Baumfalke
20,1.0,0.0,0.0,29.0,Baumfalke
21,2.0,0.0,0.0,19.0,Baumfalke
22,2.0,0.0,0.0,32.0,Baumfalke
23,1.0,0.0,0.0,49.0,Baumfalke
24,0.0,0.0,0.0,36.0,Baumfalke
25,0.0,0.0,0.0,29.0,Baumfalke
26,0.0,0.0,0.0,20.0,Baumfalke
27,0.0,0.0,0.0,3.0,Baumfalke
28,0.0,0.0,0.0,4.0,Baumfalke
29,0.0,0.0,0.0,3.0,Baumfalke
30,0.0,0.0,0.0,0.0,Baumfalke
31,0.0,0.0,0.0,0.0,Baumfalke
32,0.0,0.0,0.0,0.0,Baumfalke
33,0.0,0.0,0.0,0.0,Baumfalke
34,0.0,0.0,0.0,0.0,Baumfalke
35,0.0,0.0,0.0,0.0,Baumfalke
36,0.0,0.0,0.0,0.0,Baumfalke
1,0.0,0.0,0.0,0.0,Baumpieper
2,0.0,0.0,0.0,0.0,Baumpieper
3,0.0,0.0,0.0,0.0,Baumpieper
4,0.0,0.0,0.0,0.0,Baumpieper
5,0.0,0.0,0.0,0.0,Baumpieper
6,0.0,0.0,0.0,0.0,Baumpieper
7,0.0,0.0,0.0,0.0,Baumpieper
8,0.0,0.0,0.0,0.0,Baumpieper
9,0.0,0.0,0.0,0.0,Baumpieper
10,0.0,1.0,0.0,2.0,Baumpieper
11,15.0,8.0,0.0,15.0,Baumpieper
12,17.0,7.0,0.0,17.0,Baumpieper
13,51.0,7.0,0.0,18.0,Baumpieper
14,33.0,5.0,0.0,7.0,Baumpieper
15,53.0,4.0,1.0,15.0,Baumpieper
16,26.0,0.0,0.0,4.0,Baumpieper
17,20.0,0.0,0.0,8.0,Baumpieper
18,17.0,3.0,0.0,4.0,Baumpieper
19,11.0,2.0,4.0,8.0,Baumpieper
20,0.0,0.0,0.0,1.0,Baumpieper
21,0.0,0.0,0.0,7.0,Baumpieper
22,0.0,0.0,0.0,2.0,Baumpieper
23,0.0,0.0,0.0,5.0,Baumpieper
24,0.0,0.0,0.0,14.0,Baumpieper
25,0.0,0.0,0.0,31.0,Baumpieper
26,0.0,0.0,0.0,42.0,Baumpieper
27,0.0,0.0,0.0,25.0,Baumpieper
28,0.0,0.0,0.0,23.0,Baumpieper
29,0.0,0.0,0.0,3.0,Baumpieper
30,0.0,0.0,0.0,0.0,Baumpieper
31,0.0,0.0,0.0,0.0,Baumpieper
32,0.0,0.0,0.0,0.0,Baumpieper
33,0.0,0.0,0.0,0.0,Baumpieper
34,0.0,0.0,0.0,0.0,Baumpieper
35,0.0,0.0,0.0,0.0,Baumpieper
36,0.0,0.0,0.0,0.0,Baumpieper
1,0.0,0.0,0.0,3.0,Bekassine
2,0.0,0.0,0.0,2.0,Bekassine
3,0.0,0.0,0.0,8.0,Bekassine
4,0.0,0.0,0.0,6.0,Bekassine
5,0.0,0.0,0.0,6.0,Bekassine
6,0.0,0.0,0.0,2.0,Bekassine
7,0.0,0.0,0.0,9.0,Bekassine
8,1.0,0.0,0.0,19.0,Bekassine
9,2.0,2.0,0.0,23.0,Bekassine
10,6.0,0.0,0.0,37.0,Bekassine
11,17.0,1.0,0.0,29.0,Bekassine
12,16.0,0.0,0.0,14.0,Bekassine
13,25.0,0.0,0.0,15.0,Bekassine
14,6.0,0.0,0.0,4.0,Bekassine
15,15.0,2.0,0.0,10.0,Bekassine
16,11.0,0.0,0.0,2.0,Bekassine
17,8.0,0.0,0.0,3.0,Bekassine
18,1.0,0.0,0.0,7.0,Bekassine
19,6.0,0.0,0.0,2.0,Bekassine
20,0.0,0.0,0.0,1.0,Bekassine
21,1.0,0.0,0.0,0.0,Bekassine
22,0.0,0.0,0.0,4.0,Bekassine
23,0.0,0.0,0.0,7.0,Bekassine
24,0.0,0.0,0.0,13.0,Bekassine
25,0.0,0.0,0.0,8.0,Bekassine
26,0.0,0.0,0.0,12.0,Bekassine
27,0.0,0.0,0.0,10.0,Bekassine
28,0.0,0.0,0.0,5.0,Bekassine
29,0.0,0.0,0.0,34.0,Bekassine
30,0.0,0.0,0.0,25.0,Bekassine
31,0.0,0.0,0.0,15.0,Bekassine
32,0.0,0.0,0.0,12.0,Bekassine
33,0.0,0.0,0.0,4.0,Bekassine
34,0.0,0.0,0.0,3.0,Bekassine
35,0.0,0.0,0.0,5.0,Bekassine
36,0.0,0.0,0.0,5.0,Bekassine
1,0.0,0.0,0.0,35.0,Bergente
2,0.0,0.0,0.0,18.0,Bergente
3,0.0,0.0,0.0,19.0,Bergente
4,0.0,0.0,0.0,9.0,Bergente
5,0.0,0.0,0.0,30.0,Bergente
6,0.0,0.0,0.0,29.0,Bergente
7,0.0,0.0,0.0,10.0,Bergente
8,0.0,0.0,0.0,16.0,Bergente
9,0.0,0.0,0.0,6.0,Bergente
10,0.0,0.0,0.0,1.0,Bergente
11,0.0,0.0,0.0,2.0,Bergente
12,0.0,0.0,0.0,0.0,Bergente
13,0.0,0.0,0.0,0.0,Bergente
14,0.0,0.0,0.0,0.0,Bergente
15,0.0,0.0,0.0,0.0,Bergente
16,0.0,0.0,0.0,0.0,Bergente
17,0.0,0.0,0.0,0.0,Bergente
18,0.0,0.0,0.0,0.0,Bergente
19,0.0,0.0,0.0,0.0,Bergente
20,0.0,0.0,0.0,0.0,Bergente
21,0.0,0.0,0.0,0.0,Bergente
22,0.0,0.0,0.0,0.0,Bergente
23,0.0,0.0,0.0,0.0,Bergente
24,0.0,0.0,0.0,0.0,Bergente
25,0.0,0.0,0.0,0.0,Bergente
26,0.0,0.0,0.0,0.0,Bergente
27,0.0,0.0,0.0,0.0,Bergente
28,0.0,0.0,0.0,0.0,Bergente
29,0.0,0.0,0.0,0.0,Bergente
30,0.0,0.0,0.0,1.0,Bergente
31,0.0,0.0,0.0,10.0,Bergente
32,0.0,0.0,0.0,15.0,Bergente
33,0.0,0.0,0.0,19.0,Bergente
34,0.0,0.0,0.0,10.0,Bergente
35,0.0,0.0,0.0,22.0,Bergente
36,0.0,0.0,0.0,25.0,Bergente
1,0.0,0.0,0.0,124.0,Bergfink
2,0.0,0.0,0.0,70.0,Bergfink
3,0.0,0.0,0.0,65.0,Bergfink
4,0.0,0.0,0.0,50.0,Bergfink
5,0.0,0.0,0.0,42.0,Bergfink
6,0.0,0.0,0.0,34.0,Bergfink
7,0.0,0.0,0.0,33.0,Bergfink
8,0.0,0.0,1.0,68.0,Bergfink
9,0.0,0.0,3.0,71.0,Bergfink
10,0.0,0.0,2.0,45.0,Bergfink
11,0.0,0.0,1.0,7.0,Bergfink
12,0.0,0.0,0.0,2.0,Bergfink
13,0.0,0.0,0.0,0.0,Bergfink
14,0.0,0.0,0.0,0.0,Bergfink
15,0.0,0.0,0.0,0.0,Bergfink
16,0.0,0.0,0.0,0.0,Bergfink
17,0.0,0.0,0.0,0.0,Bergfink
18,0.0,0.0,0.0,0.0,Bergfink
19,0.0,0.0,0.0,0.0,Bergfink
20,0.0,0.0,0.0,0.0,Bergfink
21,0.0,0.0,0.0,0.0,Bergfink
22,0.0,0.0,0.0,0.0,Bergfink
23,0.0,0.0,0.0,0.0,Bergfink
24,0.0,0.0,0.0,0.0,Bergfink
25,0.0,0.0,0.0,0.0,Bergfink
26,0.0,0.0,0.0,0.0,Bergfink
27,0.0,0.0,0.0,11.0,Bergfink
28,0.0,0.0,0.0,46.0,Bergfink
29,0.0,0.0,0.0,85.0,Bergfink
30,0.0,0.0,0.0,92.0,Bergfink
31,0.0,0.0,1.0,73.0,Bergfink
32,0.0,0.0,0.0,77.0,Bergfink
33,0.0,0.0,0.0,85.0,Bergfink
34,0.0,0.0,1.0,65.0,Bergfink
35,0.0,0.0,0.0,69.0,Bergfink
36,0.0,0.0,0.0,101.0,Bergfink
1,0.0,0.0,0.0,0.0,Berglaubsänger
2,0.0,0.0,0.0,0.0,Berglaubsänger
3,0.0,0.0,0.0,0.0,Berglaubsänger
4,0.0,0.0,0.0,0.0,Berglaubsänger
5,0.0,0.0,0.0,0.0,Berglaubsänger
6,0.0,0.0,0.0,0.0,Berglaubsänger
7,0.0,0.0,0.0,0.0,Berglaubsänger
8,0.0,0.0,0.0,0.0,Berglaubsänger
9,0.0,0.0,0.0,0.0,Berglaubsänger
10,0.0,0.0,0.0,0.0,Berglaubsänger
11,0.0,0.0,0.0,2.0,Berglaubsänger
12,1.0,0.0,0.0,0.0,Berglaubsänger
13,0.0,0.0,1.0,2.0,Berglaubsänger
14,0.0,0.0,1.0,0.0,Berglaubsänger
15,0.0,0.0,0.0,0.0,Berglaubsänger
16,0.0,0.0,0.0,0.0,Berglaubsänger
17,0.0,0.0,0.0,0.0,Berglaubsänger
18,0.0,0.0,0.0,0.0,Berglaubsänger
19,0.0,0.0,0.0,0.0,Berglaubsänger
20,0.0,0.0,0.0,0.0,Berglaubsänger
21,0.0,0.0,0.0,0.0,Berglaubsänger
22,0.0,0.0,0.0,0.0,Berglaubsänger
23,0.0,0.0,0.0,0.0,Berglaubsänger
24,0.0,0.0,0.0,0.0,Berglaubsänger
25,0.0,0.0,0.0,0.0,Berglaubsänger
26,0.0,0.0,0.0,0.0,Berglaubsänger
27,0.0,0.0,0.0,0.0,Berglaubsänger
28,0.0,0.0,0.0,0.0,Berglaubsänger
29,0.0,0.0,0.0,0.0,Berglaubsänger
30,0.0,0.0,0.0,0.0,Berglaubsänger
31,0.0,0.0,0.0,0.0,Berglaubsänger
32,0.0,0.0,0.0,0.0,Berglaubsänger
33,0.0,0.0,0.0,0.0,Berglaubsänger
34,0.0,0.0,0.0,0.0,Berglaubsänger
35,0.0,0.0,0.0,0.0,Berglaubsänger
36,0.0,0.0,0.0,0.0,Berglaubsänger
1,0.0,0.0,0.0,31.0,Bergpieper
2,0.0,0.0,0.0,24.0,Bergpieper
3,0.0,0.0,0.0,19.0,Bergpieper
4,0.0,0.0,0.0,12.0,Bergpieper
5,0.0,0.0,0.0,13.0,Bergpieper
6,0.0,0.0,0.0,19.0,Bergpieper
7,0.0,0.0,0.0,11.0,Bergpieper
8,0.0,0.0,0.0,15.0,Bergpieper
9,0.0,0.0,0.0,22.0,Bergpieper
10,0.0,0.0,0.0,58.0,Bergpieper
11,0.0,0.0,0.0,31.0,Bergpieper
12,0.0,0.0,0.0,5.0,Bergpieper
13,0.0,0.0,0.0,3.0,Bergpieper
14,0.0,0.0,0.0,0.0,Bergpieper
15,0.0,0.0,0.0,0.0,Bergpieper
16,0.0,0.0,0.0,0.0,Bergpieper
17,0.0,0.0,0.0,0.0,Bergpieper
18,0.0,0.0,0.0,0.0,Bergpieper
19,0.0,0.0,0.0,0.0,Bergpieper
20,0.0,0.0,0.0,0.0,Bergpieper
21,0.0,0.0,0.0,0.0,Bergpieper
22,0.0,0.0,0.0,0.0,Bergpieper
23,0.0,0.0,0.0,0.0,Bergpieper
24,0.0,0.0,0.0,0.0,Bergpieper
25,0.0,0.0,0.0,0.0,Bergpieper
26,0.0,0.0,0.0,0.0,Bergpieper
27,0.0,0.0,0.0,5.0,Bergpieper
28,0.0,0.0,0.0,17.0,Bergpieper
29,0.0,0.0,0.0,11.0,Bergpieper
30,0.0,0.0,0.0,9.0,Bergpieper
31,0.0,0.0,0.0,17.0,Bergpieper
32,0.0,0.0,0.0,14.0,Bergpieper
33,0.0,0.0,0.0,18.0,Bergpieper
34,0.0,0.0,0.0,19.0,Bergpieper
35,0.0,0.0,0.0,19.0,Bergpieper
36,0.0,0.0,0.0,14.0,Bergpieper
1,0.0,0.0,0.0,0.0,Beutelmeise
2,0.0,0.0,0.0,0.0,Beutelmeise
3,0.0,0.0,0.0,0.0,Beutelmeise
4,0.0,0.0,0.0,0.0,Beutelmeise
5,0.0,0.0,0.0,0.0,Beutelmeise
6,0.0,0.0,0.0,0.0,Beutelmeise
7,0.0,0.0,0.0,0.0,Beutelmeise
