DATE_DECADE,A2ohneGesang,A2mitGesang,GesangOhneA2,wederA2nochGesang,TAXON
28,0.0,0.0,0.0,27.0,Mönchsgrasmücke
29,0.0,0.0,0.0,21.0,Mönchsgrasmücke
30,0.0,0.0,0.0,4.0,Mönchsgrasmücke
31,0.0,0.0,0.0,2.0,Mönchsgrasmücke
32,0.0,0.0,0.0,1.0,Mönchsgrasmücke
33,0.0,0.0,0.0,1.0,Mönchsgrasmücke
34,0.0,0.0,0.0,0.0,Mönchsgrasmücke
35,0.0,0.0,0.0,1.0,Mönchsgrasmücke
36,0.0,0.0,0.0,0.0,Mönchsgrasmücke
1,0.0,0.0,0.0,0.0,Nachtigall
2,0.0,0.0,0.0,0.0,Nachtigall
3,0.0,0.0,0.0,0.0,Nachtigall
4,0.0,0.0,0.0,0.0,Nachtigall
5,0.0,0.0,0.0,0.0,Nachtigall
6,0.0,0.0,0.0,0.0,Nachtigall
7,0.0,0.0,0.0,0.0,Nachtigall
8,0.0,0.0,0.0,0.0,Nachtigall
9,0.0,0.0,0.0,0.0,Nachtigall
10,0.0,0.0,0.0,0.0,Nachtigall
11,0.0,0.0,1.0,1.0,Nachtigall
12,0.0,0.0,2.0,1.0,Nachtigall
13,0.0,0.0,1.0,0.0,Nachtigall
14,0.0,0.0,0.0,0.0,Nachtigall
15,0.0,0.0,0.0,0.0,Nachtigall
16,0.0,2.0,0.0,0.0,Nachtigall
17,0.0,0.0,0.0,0.0,Nachtigall
18,0.0,0.0,0.0,0.0,Nachtigall
19,0.0,0.0,0.0,0.0,Nachtigall
20,0.0,0.0,0.0,0.0,Nachtigall
21,0.0,0.0,0.0,0.0,Nachtigall
22,0.0,0.0,0.0,0.0,Nachtigall
23,0.0,0.0,0.0,0.0,Nachtigall
24,0.0,0.0,0.0,0.0,Nachtigall
25,0.0,0.0,0.0,0.0,Nachtigall
26,0.0,0.0,0.0,0.0,Nachtigall
27,0.0,0.0,0.0,0.0,Nachtigall
28,0.0,0.0,0.0,0.0,Nachtigall
29,0.0,0.0,0.0,0.0,Nachtigall
30,0.0,0.0,0.0,0.0,Nachtigall
31,0.0,0.0,0.0,0.0,Nachtigall
32,0.0,0.0,0.0,0.0,Nachtigall
33,0.0,0.0,0.0,0.0,Nachtigall
34,0.0,0.0,0.0,0.0,Nachtigall
35,0.0,0.0,0.0,0.0,Nachtigall
36,0.0,0.0,0.0,0.0,Nachtigall
1,0.0,0.0,0.0,0.0,Nachtreiher
2,0.0,0.0,0.0,0.0,Nachtreiher
3,0.0,0.0,0.0,0.0,Nachtreiher
4,0.0,0.0,0.0,0.0,Nachtreiher
5,0.0,0.0,0.0,0.0,Nachtreiher
6,0.0,0.0,0.0,0.0,Nachtreiher
7,0.0,0.0,0.0,0.0,Nachtreiher
8,0.0,0.0,0.0,0.0,Nachtreiher
9,0.0,0.0,0.0,1.0,Nachtreiher
10,0.0,0.0,0.0,0.0,Nachtreiher
11,0.0,0.0,0.0,1.0,Nachtreiher
12,0.0,0.0,0.0,1.0,Nachtreiher
13,0.0,0.0,0.0,9.0,Nachtreiher
14,0.0,0.0,0.0,3.0,Nachtreiher
15,0.0,0.0,0.0,2.0,Nachtreiher
16,0.0,0.0,0.0,2.0,Nachtreiher
17,0.0,0.0,0.0,1.0,Nachtreiher
18,0.0,0.0,0.0,2.0,Nachtreiher
19,0.0,0.0,0.0,1.0,Nachtreiher
20,0.0,0.0,0.0,0.0,Nachtreiher
21,0.0,0.0,0.0,0.0,Nachtreiher
22,0.0,0.0,0.0,0.0,Nachtreiher
23,0.0,0.0,0.0,0.0,Nachtreiher
24,0.0,0.0,0.0,0.0,Nachtreiher
25,0.0,0.0,0.0,0.0,Nachtreiher
26,0.0,0.0,0.0,0.0,Nachtreiher
27,0.0,0.0,0.0,0.0,Nachtreiher
28,0.0,0.0,0.0,0.0,Nachtreiher
29,0.0,0.0,0.0,0.0,Nachtreiher
30,0.0,0.0,0.0,0.0,Nachtreiher
31,0.0,0.0,0.0,0.0,Nachtreiher
32,0.0,0.0,0.0,0.0,Nachtreiher
33,0.0,0.0,0.0,0.0,Nachtreiher
34,0.0,0.0,0.0,0.0,Nachtreiher
35,0.0,0.0,0.0,0.0,Nachtreiher
36,0.0,0.0,0.0,0.0,Nachtreiher
1,0.0,0.0,0.0,0.0,Nachtschwalbe
2,0.0,0.0,0.0,0.0,Nachtschwalbe
3,0.0,0.0,0.0,0.0,Nachtschwalbe
4,0.0,0.0,0.0,0.0,Nachtschwalbe
5,0.0,0.0,0.0,0.0,Nachtschwalbe
6,0.0,0.0,0.0,0.0,Nachtschwalbe
7,0.0,0.0,0.0,0.0,Nachtschwalbe
8,0.0,0.0,0.0,0.0,Nachtschwalbe
9,0.0,0.0,0.0,0.0,Nachtschwalbe
10,0.0,0.0,0.0,0.0,Nachtschwalbe
11,0.0,0.0,0.0,0.0,Nachtschwalbe
12,0.0,0.0,0.0,0.0,Nachtschwalbe
13,0.0,0.0,0.0,0.0,Nachtschwalbe
14,0.0,0.0,0.0,0.0,Nachtschwalbe
15,0.0,0.0,0.0,0.0,Nachtschwalbe
16,0.0,0.0,0.0,0.0,Nachtschwalbe
17,0.0,0.0,0.0,0.0,Nachtschwalbe
18,0.0,0.0,0.0,0.0,Nachtschwalbe
19,0.0,0.0,0.0,0.0,Nachtschwalbe
20,0.0,0.0,0.0,0.0,Nachtschwalbe
21,0.0,0.0,0.0,0.0,Nachtschwalbe
22,0.0,0.0,0.0,0.0,Nachtschwalbe
23,0.0,0.0,0.0,0.0,Nachtschwalbe
24,0.0,0.0,0.0,0.0,Nachtschwalbe
25,0.0,0.0,0.0,0.0,Nachtschwalbe
26,0.0,0.0,0.0,0.0,Nachtschwalbe
27,0.0,0.0,0.0,1.0,Nachtschwalbe
28,0.0,0.0,0.0,0.0,Nachtschwalbe
29,0.0,0.0,0.0,0.0,Nachtschwalbe
30,0.0,0.0,0.0,0.0,Nachtschwalbe
31,0.0,0.0,0.0,0.0,Nachtschwalbe
32,0.0,0.0,0.0,0.0,Nachtschwalbe
33,0.0,0.0,0.0,0.0,Nachtschwalbe
34,0.0,0.0,0.0,0.0,Nachtschwalbe
35,0.0,0.0,0.0,0.0,Nachtschwalbe
36,0.0,0.0,0.0,0.0,Nachtschwalbe
1,0.0,0.0,0.0,0.0,Nebelkrähe
2,0.0,0.0,0.0,0.0,Nebelkrähe
3,0.0,0.0,0.0,0.0,Nebelkrähe
4,0.0,0.0,0.0,0.0,Nebelkrähe
5,0.0,0.0,0.0,1.0,Nebelkrähe
6,0.0,0.0,0.0,0.0,Nebelkrähe
7,0.0,0.0,0.0,0.0,Nebelkrähe
8,0.0,0.0,0.0,0.0,Nebelkrähe
9,0.0,0.0,0.0,0.0,Nebelkrähe
10,0.0,0.0,0.0,0.0,Nebelkrähe
11,0.0,0.0,0.0,0.0,Nebelkrähe
12,0.0,0.0,0.0,0.0,Nebelkrähe
13,0.0,0.0,0.0,2.0,Nebelkrähe
14,0.0,0.0,0.0,0.0,Nebelkrähe
15,0.0,0.0,0.0,0.0,Nebelkrähe
16,0.0,0.0,0.0,0.0,Nebelkrähe
17,0.0,0.0,0.0,0.0,Nebelkrähe
18,0.0,0.0,0.0,0.0,Nebelkrähe
19,0.0,0.0,0.0,0.0,Nebelkrähe
20,0.0,0.0,0.0,0.0,Nebelkrähe
21,0.0,0.0,0.0,0.0,Nebelkrähe
22,0.0,0.0,0.0,0.0,Nebelkrähe
23,0.0,0.0,0.0,0.0,Nebelkrähe
24,0.0,0.0,0.0,0.0,Nebelkrähe
25,0.0,0.0,0.0,0.0,Nebelkrähe
26,0.0,0.0,0.0,0.0,Nebelkrähe
27,0.0,0.0,0.0,0.0,Nebelkrähe
28,0.0,0.0,0.0,0.0,Nebelkrähe
29,0.0,0.0,0.0,0.0,Nebelkrähe
30,0.0,0.0,0.0,0.0,Nebelkrähe
31,0.0,0.0,0.0,0.0,Nebelkrähe
32,0.0,0.0,0.0,0.0,Nebelkrähe
33,0.0,0.0,0.0,0.0,Nebelkrähe
34,0.0,0.0,0.0,0.0,Nebelkrähe
35,0.0,0.0,0.0,0.0,Nebelkrähe
36,0.0,0.0,0.0,0.0,Nebelkrähe
1,0.0,0.0,0.0,0.0,Neuntöter
2,0.0,0.0,0.0,0.0,Neuntöter
3,0.0,0.0,0.0,0.0,Neuntöter
4,0.0,0.0,0.0,0.0,Neuntöter
5,0.0,0.0,0.0,0.0,Neuntöter
6,0.0,0.0,0.0,0.0,Neuntöter
7,0.0,0.0,0.0,0.0,Neuntöter
8,0.0,0.0,0.0,0.0,Neuntöter
9,0.0,0.0,0.0,0.0,Neuntöter
10,0.0,0.0,0.0,0.0,Neuntöter
11,0.0,0.0,0.0,0.0,Neuntöter
12,1.0,0.0,0.0,15.0,Neuntöter
13,2.0,1.0,0.0,118.0,Neuntöter
14,20.0,1.0,1.0,155.0,Neuntöter
15,26.0,4.0,0.0,272.0,Neuntöter
16,31.0,0.0,0.0,185.0,Neuntöter
17,11.0,0.0,0.0,166.0,Neuntöter
18,3.0,0.0,0.0,135.0,Neuntöter
19,3.0,0.0,1.0,185.0,Neuntöter
20,0.0,0.0,0.0,158.0,Neuntöter
21,0.0,0.0,0.0,163.0,Neuntöter
22,0.0,0.0,1.0,110.0,Neuntöter
23,0.0,0.0,0.0,71.0,Neuntöter
24,0.0,0.0,0.0,47.0,Neuntöter
25,0.0,0.0,0.0,27.0,Neuntöter
26,0.0,0.0,0.0,12.0,Neuntöter
27,0.0,0.0,0.0,6.0,Neuntöter
28,0.0,0.0,0.0,0.0,Neuntöter
29,0.0,0.0,0.0,0.0,Neuntöter
30,0.0,0.0,0.0,0.0,Neuntöter
31,0.0,0.0,0.0,0.0,Neuntöter
32,0.0,0.0,0.0,0.0,Neuntöter
33,0.0,0.0,0.0,0.0,Neuntöter
34,0.0,0.0,0.0,0.0,Neuntöter
35,0.0,0.0,0.0,0.0,Neuntöter
36,0.0,0.0,0.0,0.0,Neuntöter
1,0.0,0.0,0.0,18.0,Nilgans
2,0.0,0.0,0.0,11.0,Nilgans
3,0.0,0.0,0.0,6.0,Nilgans
4,0.0,0.0,0.0,13.0,Nilgans
5,0.0,0.0,0.0,6.0,Nilgans
6,0.0,0.0,0.0,9.0,Nilgans
7,0.0,0.0,0.0,8.0,Nilgans
8,0.0,0.0,0.0,1.0,Nilgans
9,0.0,0.0,0.0,4.0,Nilgans
10,0.0,0.0,0.0,6.0,Nilgans
11,0.0,0.0,0.0,8.0,Nilgans
12,0.0,0.0,0.0,8.0,Nilgans
13,0.0,0.0,0.0,8.0,Nilgans
14,0.0,0.0,0.0,6.0,Nilgans
15,0.0,0.0,0.0,4.0,Nilgans
16,0.0,0.0,0.0,2.0,Nilgans
17,0.0,0.0,0.0,7.0,Nilgans
18,0.0,0.0,0.0,1.0,Nilgans
19,0.0,0.0,0.0,1.0,Nilgans
20,0.0,0.0,0.0,2.0,Nilgans
21,0.0,0.0,0.0,2.0,Nilgans
22,0.0,0.0,0.0,2.0,Nilgans
23,0.0,0.0,0.0,3.0,Nilgans
24,0.0,0.0,0.0,2.0,Nilgans
25,0.0,0.0,0.0,2.0,Nilgans
26,0.0,0.0,0.0,2.0,Nilgans
27,0.0,0.0,0.0,2.0,Nilgans
28,0.0,0.0,0.0,4.0,Nilgans
29,0.0,0.0,0.0,3.0,Nilgans
30,0.0,0.0,0.0,2.0,Nilgans
31,0.0,0.0,0.0,4.0,Nilgans
32,0.0,0.0,0.0,10.0,Nilgans
33,0.0,0.0,0.0,10.0,Nilgans
34,0.0,0.0,0.0,6.0,Nilgans
35,0.0,0.0,0.0,12.0,Nilgans
36,0.0,0.0,0.0,29.0,Nilgans
1,0.0,0.0,0.0,0.0,Nymphensittich
2,0.0,0.0,0.0,0.0,Nymphensittich
3,0.0,0.0,0.0,0.0,Nymphensittich
4,0.0,0.0,0.0,0.0,Nymphensittich
5,0.0,0.0,0.0,0.0,Nymphensittich
6,0.0,0.0,0.0,0.0,Nymphensittich
7,0.0,0.0,0.0,0.0,Nymphensittich
8,0.0,0.0,0.0,0.0,Nymphensittich
9,0.0,0.0,0.0,0.0,Nymphensittich
10,0.0,0.0,0.0,0.0,Nymphensittich
11,0.0,0.0,0.0,0.0,Nymphensittich
12,0.0,0.0,0.0,0.0,Nymphensittich
13,0.0,0.0,0.0,0.0,Nymphensittich
14,0.0,0.0,0.0,0.0,Nymphensittich
15,0.0,0.0,0.0,0.0,Nymphensittich
16,0.0,0.0,0.0,0.0,Nymphensittich
17,0.0,0.0,0.0,0.0,Nymphensittich
18,0.0,0.0,0.0,0.0,Nymphensittich
19,0.0,0.0,0.0,1.0,Nymphensittich
20,0.0,0.0,0.0,0.0,Nymphensittich
21,0.0,0.0,0.0,0.0,Nymphensittich
22,0.0,0.0,0.0,0.0,Nymphensittich
23,0.0,0.0,0.0,0.0,Nymphensittich
24,0.0,0.0,0.0,0.0,Nymphensittich
25,0.0,0.0,0.0,0.0,Nymphensittich
26,0.0,0.0,0.0,0.0,Nymphensittich
27,0.0,0.0,0.0,0.0,Nymphensittich
28,0.0,0.0,0.0,0.0,Nymphensittich
29,0.0,0.0,0.0,0.0,Nymphensittich
30,0.0,0.0,0.0,0.0,Nymphensittich
31,0.0,0.0,0.0,0.0,Nymphensittich
32,0.0,0.0,0.0,0.0,Nymphensittich
33,0.0,0.0,0.0,0.0,Nymphensittich
34,0.0,0.0,0.0,0.0,Nymphensittich
35,0.0,0.0,0.0,0.0,Nymphensittich
36,0.0,0.0,0.0,0.0,Nymphensittich
1,0.0,0.0,0.0,74.0,Ohrentaucher
2,0.0,0.0,0.0,47.0,Ohrentaucher
3,0.0,0.0,0.0,41.0,Ohrentaucher
4,0.0,0.0,0.0,35.0,Ohrentaucher
5,0.0,0.0,0.0,42.0,Ohrentaucher
6,0.0,0.0,0.0,29.0,Ohrentaucher
7,0.0,0.0,0.0,19.0,Ohrentaucher
8,0.0,0.0,0.0,14.0,Ohrentaucher
9,0.0,0.0,0.0,10.0,Ohrentaucher
10,0.0,0.0,1.0,15.0,Ohrentaucher
11,0.0,0.0,0.0,20.0,Ohrentaucher
12,0.0,0.0,0.0,3.0,Ohrentaucher
13,0.0,0.0,0.0,2.0,Ohrentaucher
14,0.0,0.0,0.0,1.0,Ohrentaucher
15,0.0,0.0,0.0,0.0,Ohrentaucher
16,0.0,0.0,0.0,0.0,Ohrentaucher
17,0.0,0.0,0.0,0.0,Ohrentaucher
18,0.0,0.0,0.0,0.0,Ohrentaucher
19,0.0,0.0,0.0,0.0,Ohrentaucher
20,0.0,0.0,0.0,0.0,Ohrentaucher
21,0.0,0.0,0.0,0.0,Ohrentaucher
22,0.0,0.0,0.0,0.0,Ohrentaucher
23,0.0,0.0,0.0,0.0,Ohrentaucher
24,0.0,0.0,0.0,0.0,Ohrentaucher
25,0.0,0.0,0.0,0.0,Ohrentaucher
26,0.0,0.0,0.0,0.0,Ohrentaucher
27,0.0,0.0,0.0,0.0,Ohrentaucher
28,0.0,0.0,0.0,0.0,Ohrentaucher
29,0.0,0.0,0.0,0.0,Ohrentaucher
30,0.0,0.0,0.0,4.0,Ohrentaucher
31,0.0,0.0,0.0,11.0,Ohrentaucher
32,0.0,0.0,0.0,13.0,Ohrentaucher
33,0.0,0.0,0.0,30.0,Ohrentaucher
34,0.0,0.0,0.0,22.0,Ohrentaucher
35,0.0,0.0,0.0,57.0,Ohrentaucher
36,0.0,0.0,0.0,151.0,Ohrentaucher
1,0.0,0.0,0.0,0.0,Ortolan
2,0.0,0.0,0.0,0.0,Ortolan
3,0.0,0.0,0.0,0.0,Ortolan
4,0.0,0.0,0.0,0.0,Ortolan
5,0.0,0.0,0.0,0.0,Ortolan
6,0.0,0.0,0.0,0.0,Ortolan
7,0.0,0.0,0.0,0.0,Ortolan
8,0.0,0.0,0.0,0.0,Ortolan
9,0.0,0.0,0.0,0.0,Ortolan
10,0.0,0.0,0.0,0.0,Ortolan
11,0.0,0.0,0.0,0.0,Ortolan
12,0.0,0.0,0.0,4.0,Ortolan
13,0.0,0.0,2.0,1.0,Ortolan
14,0.0,0.0,0.0,0.0,Ortolan
15,0.0,0.0,0.0,0.0,Ortolan
16,0.0,0.0,0.0,0.0,Ortolan
17,0.0,0.0,0.0,0.0,Ortolan
18,0.0,0.0,0.0,0.0,Ortolan
19,0.0,0.0,0.0,0.0,Ortolan
20,0.0,0.0,0.0,0.0,Ortolan
21,0.0,0.0,0.0,0.0,Ortolan
22,0.0,0.0,0.0,1.0,Ortolan
23,0.0,0.0,0.0,0.0,Ortolan
24,0.0,0.0,0.0,0.0,Ortolan
25,0.0,0.0,0.0,1.0,Ortolan
26,0.0,0.0,0.0,0.0,Ortolan
27,0.0,0.0,0.0,0.0,Ortolan
28,0.0,0.0,0.0,1.0,Ortolan
29,0.0,0.0,0.0,0.0,Ortolan
30,0.0,0.0,0.0,0.0,Ortolan
31,0.0,0.0,0.0,0.0,Ortolan
32,0.0,0.0,0.0,0.0,Ortolan
33,0.0,0.0,0.0,0.0,Ortolan
34,0.0,0.0,0.0,0.0,Ortolan
35,0.0,0.0,0.0,0.0,Ortolan
36,0.0,0.0,0.0,0.0,Ortolan
1,0.0,0.0,0.0,23.0,Pfeifente
2,0.0,0.0,0.0,5.0,Pfeifente
3,0.0,0.0,0.0,4.0,Pfeifente
4,0.0,0.0,0.0,3.0,Pfeifente
5,0.0,0.0,0.0,6.0,Pfeifente
6,0.0,0.0,0.0,5.0,Pfeifente
7,0.0,0.0,0.0,5.0,Pfeifente
8,0.0,0.0,0.0,12.0,Pfeifente
9,0.0,0.0,0.0,4.0,Pfeifente
10,0.0,0.0,0.0,4.0,Pfeifente
11,0.0,0.0,0.0,4.0,Pfeifente
12,0.0,0.0,0.0,2.0,Pfeifente
13,0.0,0.0,0.0,0.0,Pfeifente
14,0.0,0.0,0.0,0.0,Pfeifente
15,0.0,0.0,0.0,0.0,Pfeifente
16,0.0,0.0,0.0,0.0,Pfeifente
17,0.0,0.0,0.0,0.0,Pfeifente
18,0.0,0.0,0.0,0.0,Pfeifente
19,0.0,0.0,0.0,0.0,Pfeifente
20,0.0,0.0,0.0,0.0,Pfeifente
21,0.0,0.0,0.0,0.0,Pfeifente
22,0.0,0.0,0.0,0.0,Pfeifente
23,0.0,0.0,0.0,0.0,Pfeifente
24,0.0,0.0,0.0,0.0,Pfeifente
25,0.0,0.0,0.0,0.0,Pfeifente
26,0.0,0.0,0.0,5.0,Pfeifente
27,0.0,0.0,0.0,2.0,Pfeifente
28,0.0,0.0,0.0,9.0,Pfeifente
29,0.0,0.0,0.0,26.0,Pfeifente
30,0.0,0.0,0.0,5.0,Pfeifente
31,0.0,0.0,0.0,17.0,Pfeifente
32,0.0,0.0,0.0,17.0,Pfeifente
33,0.0,0.0,0.0,19.0,Pfeifente
34,0.0,0.0,0.0,4.0,Pfeifente
35,0.0,0.0,0.0,7.0,Pfeifente
36,0.0,0.0,0.0,20.0,Pfeifente
1,0.0,0.0,0.0,0.0,Pfuhlschnepfe
2,0.0,0.0,0.0,0.0,Pfuhlschnepfe
3,0.0,0.0,0.0,0.0,Pfuhlschnepfe
4,0.0,0.0,0.0,0.0,Pfuhlschnepfe
5,0.0,0.0,0.0,0.0,Pfuhlschnepfe
6,0.0,0.0,0.0,0.0,Pfuhlschnepfe
7,0.0,0.0,0.0,0.0,Pfuhlschnepfe
8,0.0,0.0,0.0,0.0,Pfuhlschnepfe
9,0.0,0.0,0.0,0.0,Pfuhlschnepfe
10,0.0,0.0,0.0,0.0,Pfuhlschnepfe
11,0.0,0.0,0.0,0.0,Pfuhlschnepfe
12,0.0,0.0,0.0,0.0,Pfuhlschnepfe
13,0.0,0.0,0.0,0.0,Pfuhlschnepfe
14,0.0,0.0,0.0,0.0,Pfuhlschnepfe
15,0.0,0.0,0.0,0.0,Pfuhlschnepfe
16,0.0,0.0,0.0,0.0,Pfuhlschnepfe
17,0.0,0.0,0.0,0.0,Pfuhlschnepfe
18,0.0,0.0,0.0,0.0,Pfuhlschnepfe
19,0.0,0.0,0.0,0.0,Pfuhlschnepfe
20,0.0,0.0,0.0,0.0,Pfuhlschnepfe
21,0.0,0.0,0.0,0.0,Pfuhlschnepfe
22,0.0,0.0,0.0,0.0,Pfuhlschnepfe
23,0.0,0.0,0.0,0.0,Pfuhlschnepfe
24,0.0,0.0,0.0,0.0,Pfuhlschnepfe
25,0.0,0.0,0.0,1.0,Pfuhlschnepfe
26,0.0,0.0,0.0,3.0,Pfuhlschnepfe
27,0.0,0.0,0.0,1.0,Pfuhlschnepfe
28,0.0,0.0,0.0,0.0,Pfuhlschnepfe
29,0.0,0.0,0.0,0.0,Pfuhlschnepfe
30,0.0,0.0,0.0,0.0,Pfuhlschnepfe
31,0.0,0.0,0.0,0.0,Pfuhlschnepfe
32,0.0,0.0,0.0,0.0,Pfuhlschnepfe
33,0.0,0.0,0.0,0.0,Pfuhlschnepfe
34,0.0,0.0,0.0,0.0,Pfuhlschnepfe
35,0.0,0.0,0.0,0.0,Pfuhlschnepfe
36,0.0,0.0,0.0,0.0,Pfuhlschnepfe
1,0.0,0.0,0.0,0.0,Pirol
2,0.0,0.0,0.0,0.0,Pirol
3,0.0,0.0,0.0,0.0,Pirol
4,0.0,0.0,0.0,0.0,Pirol
5,0.0,0.0,0.0,0.0,Pirol
6,0.0,0.0,0.0,0.0,Pirol
7,0.0,0.0,0.0,0.0,Pirol
8,0.0,0.0,0.0,0.0,Pirol
9,0.0,0.0,0.0,0.0,Pirol
10,0.0,0.0,0.0,0.0,Pirol
11,0.0,0.0,0.0,0.0,Pirol
12,1.0,0.0,0.0,1.0,Pirol
13,2.0,0.0,0.0,1.0,Pirol
14,4.0,0.0,0.0,2.0,Pirol
15,7.0,3.0,3.0,4.0,Pirol
16,8.0,2.0,1.0,1.0,Pirol
17,2.0,0.0,0.0,1.0,Pirol
18,4.0,0.0,3.0,0.0,Pirol
19,0.0,0.0,0.0,1.0,Pirol
20,0.0,0.0,0.0,0.0,Pirol
21,0.0,0.0,0.0,1.0,Pirol
22,0.0,0.0,0.0,0.0,Pirol
23,0.0,0.0,0.0,2.0,Pirol
24,0.0,0.0,0.0,1.0,Pirol
25,0.0,0.0,0.0,1.0,Pirol
26,0.0,0.0,0.0,0.0,Pirol
27,0.0,0.0,0.0,0.0,Pirol
28,0.0,0.0,0.0,0.0,Pirol
29,0.0,0.0,0.0,0.0,Pirol
30,0.0,0.0,0.0,0.0,Pirol
31,0.0,0.0,0.0,0.0,Pirol
32,0.0,0.0,0.0,0.0,Pirol
33,0.0,0.0,0.0,0.0,Pirol
34,0.0,0.0,0.0,0.0,Pirol
35,0.0,0.0,0.0,0.0,Pirol
36,0.0,0.0,0.0,0.0,Pirol
1,0.0,0.0,0.0,522.0,Prachttaucher
2,0.0,0.0,0.0,289.0,Prachttaucher
3,0.0,0.0,0.0,211.0,Prachttaucher
4,0.0,0.0,0.0,180.0,Prachttaucher
5,0.0,0.0,0.0,240.0,Prachttaucher
6,0.0,0.0,0.0,104.0,Prachttaucher
7,0.0,0.0,0.0,71.0,Prachttaucher
8,0.0,0.0,0.0,176.0,Prachttaucher
9,0.0,0.0,0.0,105.0,Prachttaucher
10,0.0,0.0,0.0,81.0,Prachttaucher
11,0.0,0.0,0.0,130.0,Prachttaucher
12,0.0,0.0,0.0,20.0,Prachttaucher
13,0.0,0.0,0.0,36.0,Prachttaucher
14,0.0,0.0,0.0,13.0,Prachttaucher
15,0.0,0.0,0.0,5.0,Prachttaucher
16,0.0,0.0,0.0,1.0,Prachttaucher
17,0.0,0.0,0.0,0.0,Prachttaucher
18,0.0,0.0,0.0,0.0,Prachttaucher
19,0.0,0.0,0.0,0.0,Prachttaucher
20,0.0,0.0,0.0,1.0,Prachttaucher
21,0.0,0.0,0.0,1.0,Prachttaucher
22,0.0,0.0,0.0,0.0,Prachttaucher
23,0.0,0.0,0.0,1.0,Prachttaucher
24,0.0,0.0,0.0,0.0,Prachttaucher
25,0.0,0.0,0.0,1.0,Prachttaucher
26,0.0,0.0,0.0,5.0,Prachttaucher
27,0.0,0.0,0.0,0.0,Prachttaucher
28,0.0,0.0,0.0,10.0,Prachttaucher
29,0.0,0.0,0.0,91.0,Prachttaucher
30,0.0,0.0,0.0,82.0,Prachttaucher
31,0.0,0.0,0.0,146.0,Prachttaucher
32,0.0,0.0,0.0,319.0,Prachttaucher
33,0.0,0.0,0.0,253.0,Prachttaucher
34,0.0,0.0,0.0,157.0,Prachttaucher
35,0.0,0.0,0.0,286.0,Prachttaucher
36,0.0,0.0,0.0,506.0,Prachttaucher
1,0.0,0.0,0.0,0.0,Purpurreiher
2,0.0,0.0,0.0,0.0,Purpurreiher
3,0.0,0.0,0.0,0.0,Purpurreiher
4,0.0,0.0,0.0,0.0,Purpurreiher
5,0.0,0.0,0.0,0.0,Purpurreiher
6,0.0,0.0,0.0,0.0,Purpurreiher
7,0.0,0.0,0.0,0.0,Purpurreiher
8,0.0,0.0,0.0,0.0,Purpurreiher
9,0.0,0.0,0.0,0.0,Purpurreiher
10,0.0,0.0,0.0,0.0,Purpurreiher
11,0.0,0.0,0.0,0.0,Purpurreiher
12,0.0,0.0,0.0,3.0,Purpurreiher
13,0.0,0.0,0.0,0.0,Purpurreiher
14,0.0,0.0,0.0,1.0,Purpurreiher
15,0.0,0.0,0.0,2.0,Purpurreiher
16,0.0,0.0,0.0,1.0,Purpurreiher
17,0.0,0.0,0.0,1.0,Purpurreiher
18,0.0,0.0,0.0,1.0,Purpurreiher
19,0.0,0.0,0.0,0.0,Purpurreiher
20,0.0,0.0,0.0,0.0,Purpurreiher
21,0.0,0.0,0.0,0.0,Purpurreiher
22,0.0,0.0,0.0,0.0,Purpurreiher
23,0.0,0.0,0.0,0.0,Purpurreiher
24,0.0,0.0,0.0,0.0,Purpurreiher
25,0.0,0.0,0.0,0.0,Purpurreiher
26,0.0,0.0,0.0,0.0,Purpurreiher
27,0.0,0.0,0.0,0.0,Purpurreiher
28,0.0,0.0,0.0,0.0,Purpurreiher
29,0.0,0.0,0.0,0.0,Purpurreiher
30,0.0,0.0,0.0,0.0,Purpurreiher
31,0.0,0.0,0.0,0.0,Purpurreiher
32,0.0,0.0,0.0,0.0,Purpurreiher
33,0.0,0.0,0.0,0.0,Purpurreiher
34,0.0,0.0,0.0,0.0,Purpurreiher
35,0.0,0.0,0.0,0.0,Purpurreiher
36,0.0,0.0,0.0,0.0,Purpurreiher
1,0.0,0.0,0.0,264.0,Rabenkrähe
2,0.0,0.0,0.0,149.0,Rabenkrähe
3,1.0,0.0,0.0,137.0,Rabenkrähe
4,0.0,0.0,0.0,148.0,Rabenkrähe
5,0.0,0.0,0.0,170.0,Rabenkrähe
6,0.0,0.0,0.0,130.0,Rabenkrähe
7,2.0,0.0,0.0,172.0,Rabenkrähe
8,6.0,0.0,0.0,183.0,Rabenkrähe
9,2.0,0.0,0.0,193.0,Rabenkrähe
10,1.0,0.0,0.0,160.0,Rabenkrähe
11,2.0,0.0,0.0,185.0,Rabenkrähe
12,1.0,0.0,0.0,170.0,Rabenkrähe
13,6.0,0.0,0.0,135.0,Rabenkrähe
14,0.0,0.0,0.0,98.0,Rabenkrähe
15,1.0,0.0,0.0,103.0,Rabenkrähe
16,0.0,0.0,0.0,90.0,Rabenkrähe
17,0.0,0.0,0.0,70.0,Rabenkrähe
18,0.0,0.0,0.0,71.0,Rabenkrähe
19,0.0,0.0,0.0,116.0,Rabenkrähe
20,0.0,0.0,0.0,76.0,Rabenkrähe
21,0.0,0.0,0.0,61.0,Rabenkrähe
22,0.0,0.0,0.0,57.0,Rabenkrähe
23,0.0,0.0,0.0,44.0,Rabenkrähe
24,0.0,0.0,0.0,55.0,Rabenkrähe
